VEND_NAME,ADDR_DC,LN_1_ADR,LN_2_ADR,LN_3_ADR,CITY_NAME,MAIL_STATE_DC,POSTAL_CD,VEND_APPRVL_CD,VEND_GRP_CD,lat,lon
FERGUSON ENTERPRISES,PMT1,PO BOX 417592, , ,BOSTON,MA,02241-7592,A,PIPE,,
FERGUSON ENTERPRISES,ORD1,4712 BAXTER ROAD, , ,VIRGINIA BEACH,VA,23462,A,HDW,,
FERGUSON ENTERPRISES,PMT 1,PO BOX 417592, , ,BOSTON,MA,02241-7592,A,HDW,,
FERGUSON ENTERPRISES,PMT 2,618 BLAND BLVD, , ,NEWPORT NEWS,VA,23602,A,HDW,,
FERGUSON ENTERPRISES,PMT 3,PO BOX 100286, , ,ATLANTA,GA,30384,A,HDW,,
FERGUSON ENTERPRISES,PMT2,P.O. BOX 100286, , ,ATLANTA,GA,30384-0286,A,PIPE,,
FESTO,ORD1,395 Moreland Road, , ,Hauppauge,NY,11788,A,ELECTR,,
FESTO,PMT1,PO Box 1355, , ,Buffalo,NY,14240-1355,A,ELECTR,,
FIC CORPORATION,PMT4,P.O. BOX 896870, , ,CHAROLOTTE,NC,28289-6870,A,CRTCAL,,
FIC CORPORATION,ORD1,"12216 PARKLAWN DRIVE, SUITE 110", , ,ROCKVILLE,MD,20852,A,CRTCAL,,
FIRE-X CORP.,ORD1,3305 CROFT STREET, , ,NORFOLK,VA,23513,A,HDW,,
FIRE-X CORP.,PMT1,P. O. BOX 9757, , ,"RICHMOND,",VA,23228,A,HDW,,
FIRE-X CORPORATION,PMT1,P.O. BOX 9757, , ,RICHMOND,VA,23228-9757,A,FIRE,,
FIREHOSE DIRECT,ORD1,"120 Talbert Rd, Ste B", , ,Mooresville,NC,"28117
",A,HOSES,,
FISHERIES SUPPLY,ORD1,1900 N Northlake Way, , ,SEATTLE,WA,98103,A,HDW,,
FISHERIES SUPPLY,ORD1,1900 N Northlake Way, , ,SEATTLE,WA,98103,A,MARINE,,
"FLAME ENTERPRISES, INC",PMT3,PO BOX 80115, , ,CITY OF INDUSTRY,CA,91716-8115,A,HDW,,
"FLAME ENTERPRISES, INC",ORD1,"70 Thomas Johnson Drive, Suite 122", , ,Frederick,MD,21702,A,HDW,,
"FLAME ENTERPRISES, INC",PMT1,10 N. JEFFERSON STREET,310B, ,FREDERICK,MD,21701,A,HDW,,
"FLAME ENTERPRISES, INC",PMT2,PO BOX 51094, , ,LOS ANGELAS,CA,90051,A,HDW,,
FLEX-CORE,ORD1,4970 SCIOTO-DARBY ROAD, , ,HILLIARD,OH,43026,A,HDW,,
FLEX-CORE,PMT 1,P.O. BOX 6047, , ,HILLIARD,OH,43026,A,HDW,,
FLEX-CORE DIV,PMT 1,P.O. BOX 6047, , ,HILLARD,OH,43026,A,EQUIP,,
FLEX-CORE DIV,REMIT,6625 McVey Blvd., , ,Columbus,OH,43235,A,EQUIP,,
FLEXGEN POWER SYSTEMS,PMT1,5353 W Sam Houston Pkwy N,Suite 160, ,Houston,TX,77041,A,SUB,,
FLIR Surveillance Inc.,ORD1,25 Esquire Rd., , ,billerica,MA,01862,A,ELCTRN,,
FLORIDA HOSE & RUBBER,ORD1,1145 E 15TH STREET, , ,PANAMA CITY,FL,32405,A,RUBBER,,
FLOW-TECH INC,ORD1,10940 Beaver Dam Drive, , ,Hunt Valley,PA,21030,A,EQUIP,,
"FLUID POWER PRODUCTS, INC",ORD1,302 TURNPIKE RD, , ,SOUTHBOROUGH,MA,01772,A,MANUF,,
"FLUID POWER PRODUCTS, INC",PMT1,PO BOX #408, , ,SOUTHBOROUGH,MA,01772,A,MANUF,,
FLUKE ELECTRONICS CO,ORD1,1420 75th Street SW, , ,Everett,WA,98203-6256,A,EQUIP,,
FOAM TECHNOLOGY,ORD1,1 Rossmoor Drive, , ,Monroe Township,NJ,08831,A,FOAM,,
FOX VALLEY METAL TECH,ORD1,1201 Parkview Road , , ,Green Bay,WI,54304,A,CRTCAL,,
FPMI,ORD1,750 Chautauqua Avenue, , ,Portsmouth,VA,23707,A,SUB,,
FPMI,PMT1,PO BOX 7008, , ,Portsmouth,VA,23707,A,SUB,,
FRANKLIN MACHINE SHOP,ORD1,530 ABERDEEN RD STE A, , ,HAMPTON ,VA,23661,A,CRTCAL,,
FRANKLIN MACHINE SHOP,ORD1,"530 Aberdeen Rd, Ste A ", , ,HAMPTON,VA,23661,A,CRTCAL,,
FREEMAN MARINE,ORD1,28336 Hunter Creek Rd, , ,GOLD BEACH,OR,97444,A,HDW,,
FUSES UNLIMITED,ORD1,9248 Eton Avenue, , ,Chatsworth,CA,91311,A,FUSE,,
"Fusion Marine Technology,",98199,4237 24THAVE W, , ,SEATTLE,WA,98199,A,CRTCAL,,
G & R METALS  INC.,PMT1,810 KIWANIS STREET, , ,HAMPTON,VA,23661,A,CRTCAL,,
G & R METALS  INC.,ORD1,810 KIWANIS ST, , ,HAMPTON,VA,23661,A,CRTCAL,,
G. COTTER ENTERPRISES,ORD1,48 Brown Avenue, , ,Springfield,NJ,07081,A,CRTCAL,,
G.A.L. GAGE COMPANY ,ORD1,PO BOX 218 , , ,BRIDGMAN ,MI,49106,A,HDW ,,
G.A.L. GAGE COMPANY ,PMT1,PO BOX 218, , ,BRIDGMAN ,MI,49106,A,HDW ,,
GALCO INDUSTRIAL ELECTR,PMT 1,L-4061, , ,Columbus,OH,43260-4061,A,ELECTR,,
GALCO INDUSTRIAL ELECTR,PMNT 1,L-4061, , ,COLUMBUS,OH,43260-4061,A,ELECTR,,
GALCO INDUSTRIAL ELECTR,ORD1,26010 Pinehurst Drive, , ,MADISON HEIGHTS,MI,48071,A,ELECTR,,
"GALVOTEC ALLOYS, INC.",ORD1,181 GREFER LANE, , ,HARVEY,LA,70058,A,HDW,,
GE ENERGY POWER CONVER,ORD1,100 E KENSINGER DRIVE,500 BUILDING 120, ,CRANBERRY TWP,PA,16066,A,ELECT,,
"GEM PRODUCTS, INC.",ORD1,12770 FLAGLER CENTER BLVD, , ,JACKSONVILLE,FL,32258,A,ELECT,,
GEM SENSORS INC.,PMT1,PO BOX 96860, , ,CHICAGO,IL,60693,A,SENSOR,,
GENERATION REFRIGERATION,ORD1,425 Network Station,Suite 50, ,Chesapeake,VA,23320,A,HVAC,,
GENPORE,ORD1/PMT1,P.O. BOX 380, , ,READING,PA,19607,A,FILTER,,
GENTEX CORP.,ORD1,645 HARVEY RD. SUITE 102, , ,MANCHESTER,NY,03103,A,ELECTR,,
GEODESICX,ORD1,616 INNOVATION DR., , ,CHESAPEAKE,VA,23320,A,RADAR,,
GEXPRO,ORD1,144 Business Park Dr. #201, , ,Virginia Beach,VA,23462,A,ELECT,,
GEXPRO,PMT1,PO Box 100275, , ,Atlanta,GA,30384,A,ELECT,,
GFI,ORD1,PO BOX 1112, , ,HARRISON,AR,72602-1112,A,MATS,,
GFI,PMT1,11381 HWY 62 WEST,PO Box 1112, ,Harrison,AR,72601,A,MATS,,
GI INDUSTRIAL,ORD1,2100 Columbia St, , ,Portsmouth,VA,23704,A,CRTCAL,,
GI INDUSTRIAL,PMNT 1,PO BOX 7399, , ,PORTSMOUTH,VA,23707-0399,A,CRTCAL,,
GICHNER SYSTEMS GROUP,ORD1,490 E. Locust Street, , ,Dallastown,PA,17313,A,CONT,,
GICHNER SYSTEMS GROUP,PMT1,P.O. Box 116852, , ,Atlanta,GA,30368,A,CONT,,
GILL METAL FAB / MODULINE,ORD1,P.O. Box 339, , ,West Bridgewater,MA,02379,A,MANUF,,
GILL METAL FAB / MODULINE,ORD2,170 Oak Hill Way, , ,Brockton,MA,02301,A,MANUF,,
"GLASDON, INC.",ORD1,5200D Anthony Road , , ,Sandston,VA,23150,A,EQUIP,,
"GLENAIR, INC",ORD1,1211 AIr Way, , ,Glendale,CA,91201,A,ELCTR,,
GLENDINNING PRODUCTS,ORD1,740 CENTURY CIRCLE, , ,CONWAY,SC,29526,A,ACTUAT,,
"GLOBAL HYDRAULICS, INC.",ORD1,P.O. BOX 144,629 ACORN HILL ROAD, ,SUNBURY,NC,27979,A,CRTCAL,,
GLOBAL INDUSTRIAL,PMT2,29833 NETWORK PLACE, , ,CHICAGO,IL,60673-1298,A,HDW,,
GLOBAL INDUSTRIAL,ORD1,P.O BOX 905713, , ,CHARLOTTE,NC,28290,A,EQUIP,,
GLOBAL INDUSTRIAL,PMT1,29833 NETWORK PLACE, , ,CHICAGO,IL,60673-1298,A,EQUIP,,
GLOBAL INDUSTRIAL,PMT1,11 HARBOR PARK DR, , ,PORT WASHINGTON,NY,11050,A,HDW,,
GLOBAL INDUSTRIAL,ORD1,11 HARBOR PARK DRIVE, , ,PORT WASHINGTON,NY,11050,A,HDW,,
GLOBAL INDUSTRIAL,PMT 1,29833 NETWORK PLACE, , ,CHICAGO,IL,60673,A,HDW,,
GLOBAL INDUSTRIAL,PMT 2,2505 MILL CENTER PARKWAY,SUITE 100,ATTN: ACCOUNTING,BUFORD,GA,30518,A,HDW,,
GLOBAL INDUSTRIAL,PMT1,PO BOX 905713, , ,CHARLOTTE,NC,28290,A,HDW,,
GO2MARINE,ORD1,"19351 8TH AVENUE NE, SUITE 101", , ,POULSBO,WA,98370,A,MARINE,,
GOVERNOR CONTROL SYSTEMS,PMT1,3101 S.W. 3rd Ave., , ,Fort Lauderdale,FL,33315,A,ELCTRN,,
GRACO SUPPLY,ORD1,1001 MILLER AVENUE, , ,FORT WORTH,TX,76105,A,HDW,,
GRACO SUPPLY,PMT 2,PO BOX 50505, , ,FORT WORTH,TX,76105,A,HDW,,
GRACO SUPPLY,PMT1,1001 MILLER AVENUE, , ,FORT WORTH,TX,76105,A,HDW,,
GRAINGER,ORD1,1401 SEWELLS POINT ROAD, , ,"NORFOLK,",VA,23502,A,HDW,,
GRAINGER,ORD2,2424 MAGNOLIA COURT, , ,RICHMOND,VA,23223-2323,A,HDW,,
GRAINGER,PMT 3,DEPT 842214207, , ,PALATINE,IL,60038,A,HDW,,
GRAINGER,PMT1,DEPT 807546502, , ,PALATINE,IL,60038-0001,A,HDW,,
GRAINGER,PMT2,DEPT 552-807556337, , ,PALATINE,IL,60038-0001,A,HDW,,
GRAINGER,PMT3,DEPT 807485479, , ,PALATINE,IL,60038-0001,A,HDW,,
GRAINGER  INC.,PMT1,DEPT 807485479, , ,PALATINE,IL,60038-0001,A,HDW,,
GRAVOTECH,PMT1,PO BOX 934020, , ,ATLANTA,GA,31193-4020,A,ELECTR,,
GRAVOTECH,ORD,2200 NORTHMONT PKWY, , ,DULUTH,GA,30096,A,ELECTR,,
GRAYBAR,ORD1,3808 PROGESS ROAD , , ,NORFOLK,VA,23502,A,ELECTR,,
GRAYBAR,PMT1,PO Box 403049, , ,ATLANTA,GA,30384-3049,A,ELECTR,,
GRAYBAR ELECTRIC CO,PMT1,P.O. 403049, , ,ATLANTA,GA,30384-3049,A,ELECTR,,
"GRAYBAR ELECTRIC CO., INC",ORD1,3808 Progress Road, , ,Norfolk,VA,23502,A,HDW,,
"GRAYBAR ELECTRIC CO., INC",ORD2,"7219 Investment Drive, Suite A", , ,North Charleston,SC,29418-8304,A,HDW,,
"GRAYBAR ELECTRIC CO., INC",PMT1,PO Box 403049, , ,Atlanta,GA,30384-3049,A,HDW,,
GREAT LAKES POWER SERVI,PMT1,3700 PROFIT WAY, , ,CHESAPEAKE,VA,23323,A,MECHNC,,
GREAT LAKES POWER SERVI,PMT2,7455 TYLER BLVD, , ,MENTOR,OH,44060,A,MECHNC,,
GREGORY'S FLEET,ORD1,4984 CLEVELAND ST, , ,VIRGINIA BEACH,VA,23462,A,SHAFT,,
GREGORY'S FLEET,PMT1,4980 CLEVELAND STREET, , ,VIRGINIA BEACH,VA,23462,A,SHAFT,,
GROSS AUTOMATION,PMT1,3680 N. 126TH ST, , ,BROOKFIELD,WI,53005,A,ELECT,,
GRYPHON MARINE COMPANY,PMT1,1735 Market St. Suite 200, , ,Phildelphia,PA,19103,A,CRTCAL,,
GRYPHON MARINE COMPANY,PMT2,80 M Street,SE Ste 600, ,Washington,DC,20003,A,CRTCAL,,
GRYPHON MARINE COMPANY,PMT3,ACCTS REC,PO BOX 791175, ,BALTIMORE,MD,21279-1175,A,CRTCAL,,
GTI,ORD1,1500 Marion Avenue, , ,Grand Haven,MI,49417-0799,A,ELECTR,,
GTI,PMT1,PO Box 799, , ,Grand Haven,MI,49417-0799,A,ELECTR,,
GUDEN,ORD1,99 RAYNOR AVE, , ,RONKONKOMA,NY,11779,A,HDW,,
GULF COAST POWER & CNTRL,ORD1,64080 LA-1090, , ,Pearl River,LA,70452,A,CRTCAL,,
GULF COPPER,ORD 1,5700 PROCTER ST EXTENSION, , ,PORT ARTHUR,TX,77642,A,CRTCAL,,
GULF COPPER,ORD2,2920 TODD ROAD, , ,GALVESTON,TX,77554,A,CRTCAL,,
H&E EQUIPMENT SERVICES,ORD1,1510 KLONDIKE RD SW,SUITE 100, ,CONYERS,GA,30094,A,RENTAL,,
H&E EQUIPMENT SERVICES,PMT1,PO BOX 849850, , ,DALLAS,TX,75284-9850,A,RENTAL,,
H.A. GUDEN CO,ORD1,99 RAYNOR AVE, , ,RONKONKOMA,NY,11779,A,HDW,,
H.O. BOSTROM,ORD1,818 PROGRESS AVE, , ,WAUKESHA,WI,53186,A,SEATS,,
HAJOCA CORP.,ORD1,3464 E. Virginia Beach Blvd, , ,Norfolk,VA,23502,A,PIPE,,
HAJOCA CORP.,ORD1,3464 E. Virginia Beach Blvd, , ,Norfolk,VA,23502-3123,A,PIPE,,
HAMMOND AIR CONDITIONING,PMT1,125 SAMNAH CR, , ,INGERSOLL,ON,USA 3J7,A,EQUIP,,
HAMPTON RUBBER CO,PMT1,P.O. BOX 1393, , ,HAMPTON,VA,23661-1393,A,RUBBER,,
HAMPTON RUBBER CO,ORD1,1669 W. PEMBROKE, , ,HAMPTON,VA,23661-1393,A,RUBBER,,
HAMPTON RUBBER COMPANY,ORD1,4571 VILLAGE AVENUE, , ,NORFOLK,VA,23502,A,RUBBER,,
HAMPTON RUBBER COMPANY,ORD2,1669 W PEMBROKE, , ,HAMPTON,VA,23661,A,RUBBER,,
HAMPTON RUBBER COMPANY,PMT1,P. O. BOX 1393, , ,"HAMPTON,",VA,23661-0393,A,RUBBER,,
HANSON RIVET & SUPPLY CO.,ORD1,13241 WEIDNER STREET, , ,PACOIMA,CA,91331,A,HDW,,
HAR-BACH,PMT 1,PO Box 1172, , ,Spring,TX,77383,A,HDW,,
HAR-BACH,ORD1,218 WEST RICHEY RD, , ,HOUSTON,TX,77090,A,HDW,,
HARRIS CORPORATION,PMT 2,PO BOX 419431, , ,BOSTON,MA,02241-9431,A,COMM,,
HARRIS CORPORATION,PMT1,1680 UNIVERSITY AVE., , ,ROCHESTER,NY,14608,A,COMM,,
HARRIS FIRE PROTECTION,ORD 1,50 KANE STREET, , ,BATLIMORE,MD,21224,A,EQUIP,,
HATTELAND DISPLAYS AS,ORD1,801 International Parkway, , ,Lake Mary,FL,32746,A,ELCTRN,,
HATTELAND DISPLAYS AS,ORD2,Stokkastrandvegen 87B, , ,Nedre Vats,,N-5578,A,ELCTRN,,
HATTELAND DISPLAYS AS,PMT 2,Dept 3326,PO BOX 123326, ,Dallas,TX,75312-3326,A,ELCTRN,,
HATTELAND DISPLAYS AS,PMT1,P.O. Box 933967, , ,Atlanta,GA,31193-3967,A,ELCTRN,,
HEATERCRAFT,ORD1,2160 W. Miles Ave, , ,Hayden,ID,83835,A,TOOLS,,
HECO SLINGS CORP,1099,4570 PROGRESS ROAD, , ,NORFOLK,VA,23502,A,HDW,,
HECO SLINGS CORP,PMT1,4570 PROGRESS RD, , ,NORFOLK,VA,23502,A,HDW,,
HECO SLINGS CORP,ORD1,4570 PROGRESS ROAD, , ,NORFOLK,VA,23502,A,HDW,,
HECO SLINGS CORP,PMT1,4570 PROGRESS ROAD, , ,NORFOLK,VA,23502,A,HDW,,
HEILIND ELECTRONICS INC,ORD1,"3254 West Ridge Pike, Suite 301", , ,Sanatoga,PA,19464,A,WR/CBL,,
HEILIND ELECTRONICS INC,PMT1,PO BOX 340001, , ,Boston,MA,02241-0401,A,WR/CBL,,
HELUKABEL USA,ORD1,1490 CRISPIN DR, , ,ELGIN,IL,60123,A,WR/CBL,,
HERC RENTALS,ORD1,716 S MILITARY HWY, , ,VIRGINIA BEACH,VA,23464,A,RENTAL,,
HERC RENTALS,PMT1,PO BOX 936257, , ,ATLANTA,GA,31193,A,RENTAL,,
HERMITAGE AUTOMATION,PMT1,10080 Patterson Park Road, , ,Ashland,VA,23005,A,ELECTR,,
HI TECH FASTENERS,PMT 1,PO BOX 64874, , ,BALTIMORE,MD,21264-4874,A,HDW,,
HI TECH FASTENERS,ORD1,4940 Winchester Boulevard, , ,FREDERICK,MD,21703,A,HDW,,
"HI-TECH FASTENERS, INC",ORD1,4940 WINCHESTER BLVD., , ,FREDERICK,MD,21703,A,HDW,,
"HI-TECH FASTENERS, INC",PMT1,P.O. BOX 64874, , ,BALTIMORE,MD,21264-4874,A,HDW,,
"HI-TEST LABORATORIES, INC",PMT 1,PO BOX 799, , ,GLOUCESTER,VA,23061,A,CRTCAL,,
"HI-TEST LABORATORIES, INC",ORD1,1104 Arvon Rd, , ,Arvonia,VA,23004-2232,A,CRTCAL,,
"HI-TEST LABORATORIES, INC",PMT,PO Box 87, , ,Arvonia,VA,23004-2232,A,CRTCAL,,
"HIGH VOLTAGE, INC.",ORD1,31 COUNTY ROUTE 7A, , ,COPAKE,NY,12516,A,ELECTR,,
HILLCREST ENTERPRISES INC,ORD1,11092 AIR PARK RD, , ,ASHLAND,VA,23005,A,ELECT,,
HILLCREST ENTERPRISES INC,PMT1,PO BOX 6008, , ,ASHLAND,VA,23005,A,ELECT,,
HILLMAN BRASS & COPPER,ORD1,2345 MARYLAND ROAD,P.O. BOX R, ,WILLOW GROVE,PA,19090,A,BR/CU,,
HILLMAN BRASS & COPPER,PMT1,2345 MARYLAND ROAD,P.O. BOX R, ,WILLOW GROVE,PA,19090,A,BR/CU,,
HILTI,ORD1,5400 SOUTH ,122 EAST AVE, ,TULSA,OK,74146,A,CRTCAL,,
HILTI,PMT1,P.O. Box 382002, , ,Pittsburgh,PA,15250-8002,A,CRTCAL,,
HILTI,PMT2,DEPT 0890,P.O. BOX 120001, ,DALLAS,TX,75315-0890,A,CRTCAL,,
HILTI,PMT3,PO Box 11870, , ,Newark,NJ,07101-8800,A,CRTCAL,,
"HILTI, INC",ORD1,5400 SOUTH ,122 EAST AVE, ,TULSA,OK,74146,A,TOOL,,
"HILTI, INC",PMT1,PO Box 11870, , ,NEWARK,NJ,07101-8800,A,TOOL,,
"HILTI, INC",PMT 2,PO BOX 70299, , ,PHILADELPHIA,PA,19176-0299,A,TOOL,,
"HILTI, INC",PMT3,PO BOX 650756, , ,DALLAS,TX,75265-0756,A,TOOL,,
HM Boats,ORD1,4401 PRETTY LAKE AVE, , ,NORFOLK,VA,23518,A,MARINE,,
HOFFMAN INDUSTRIES  INC.,PMT1,812 LIVE OAK DRIVE,SUITE E, ,CHESAPEAKE,VA,23320,A,ENCLOS,,
HOHMAN PLATING & MFG,ORD1,814 Hillrose Avenue, , ,Dayton,OH,45404-1132,A,CRTCAL,,
HOSE MCCANN,ORD1,1241 WEST NEWPORT CENTER DRIVE, , ,DEERFIELD BEACH,FL,33442,A,ELECTR,,
HOT & COLD PLUMBING,ORD1,3328 STATION HOUSE RD, , ,CHESAPEAKE,VA,23321,A,EQUIP,,
HOUGHTON INTERNATIONAL IN,ORD1,901 E. HECTOR STREET,ONE QUAKER PARK, ,CONSHOHOCKEN,PA,19428-2380,A,CRTCAL,,
HOUGHTON INTERNATIONAL IN,PMT1,4040 PAYSPHERE CIRCLE,NEW REMIT TO , ,CHICAGO,IL,60674,A,CRTCAL,,
HOUGHTON INTERNATIONAL IN,PMT2,24543 NETWORK PLACE, , ,CHICAGO,IL,60673-1245,A,CRTCAL,,
HOUSTON PIPE BENDERS,ORD1,14500 East Hardy St, , ,Houston,TX,77039,A,CRTCAL,,
HOWDEN NORTH AMERICA,ORD1,2933 Symmes Road, , ,FAIRFIED,OH,45014,A,CRTCAL,,
HOWDEN NORTH AMERICA,PMT1,32920 COLLECTION CENTER DRIVE, , ,CHICAGO,IL,60693-0329,A,CRTCAL,,
HOWE PERFORMANCE,ORD1,12476 JULIAN AVE, , ,LAKESIDE,CA,92040,A,TOOLS,,
HUBBELL ELECTRIC HEATER,ORD1,45 SEYMOUR ST., , ,STRATFORD,CT,06615-0288,A,MACHIN,,
"HUMPHREE USA, INC.",ORD1,205-114 First Colonial Road, , ,VIRGINIA BEACH,VA,23454,A,CRTCAL,,
HUNTER MECHANICAL LLC,PMT1,226 SALTERS CREEK RD, , ,HAMPTON,VA,23661,A,AC,,
HYDRAULIC REPAIR CORP.,ORD1,2503 Detroit St, , ,Portsmouth,VA,23707,A,HYDRLC,,
"HYDRAULIC SERVICE CO, INC",PMT1,3215 VICTORY BLVD, , ,PORTSMOUTH,VA,23702-1831,A,HYDRLC,,
"HYDRAULIC SERVICE CO, INC",ORD1,3215 VICTORY BLVD, , ,PORTSMOUTH,VA,23702,A,HYDRLC,,
"HYDRAULIC SERVICE CO, INC",PMT1,3215 VICTORY BLVD, , ,PORTSMOUTH,VA,23702,A,HYDRLC,,
HYPER IC,ORD1,5118 6TH ST NORTH, , ,Saint Petersburg,FL,33703,A,ELECTR,,
HYTORC ,ORD1,333 ROUTE 17 NORTH, , ,MAHWAH,NJ,07430,A,CRTCAL,,
Hughes Controls Inc,ORD1,6437 Crafford Ave, , ,Norfolk,VA,23518,A,HDW,,
"HyVal Industries, Inc",23513,898 WIDGEON RD, , ,NORFOLK,VA,23513,A,CRTCAL,,
I-GARD,ORD1,7686 BATH ROAD, , ,MISSISSAUGA,ON,L4T1L2,A,HDW,,
I-GARD,PMT1,7686 BATH ROAD, , ,MISSISSAUGA,ON,L4T1L2,A,HDW,,
"IAN-CONRAD BERGAN, LLC",ORD,1001 E. BELMONT STREET, , ,PENSACOLA,FL,32501,A,CRTCAL,,
IEWC CORP.,IEWC,11B DANA HILL RD STE B,"STERLING, MA 01564 ", , ,, ,A,WR/CBL,,
IEWC CORP.,PMT 1,PO BOX 88545, , ,MILWAUKEE,WI,53288-0545,A,WR/CBL,,
"IGUS, INC",ORD1,257 FERRIS AVE, , ,RUMFORD,RI,02916,A,FTNGS,,
"IGUS, INC",ORD1,257 FERRIS AVE, , ,RUMFORD,RI,02916-2600,A,TOOL,,
"IGUS, INC",PMNT 1,PO BOX 14349, , ,EAST PROVIDENCE,RI,02914,A,FTNGS,,
"IGUS, INC",PMT1,PO BOX 14349, , ,EAST PROVIDENCE,RI,02914,A,TOOL,,
IMTRA CORPORATION,ORD1,30 Samuel Barnet Boulevard, , ,NEW BEDFORD,MA,02745,A,HDW,,
IN-PLACE MACHINING,ORD,3811 N. Holton Street, , ,MILWAUKEE,WI,53212,A,MACHIN,,
INCREDIBLE SUPPLY,ORD1,2204 POPLAR POINT RD, , ,VIRGINIA BEACH,VA,23454,A,HDW,,
INCREDIBLE SUPPLY,PMT1,2204 POPLAR POINT RD, , ,VIRGINIA BEACH,VA,23454,A,HDW,,
INDEECO,PMT1,PO BOX 638472, , ,CINCINNATI,OH,45263-8472,A,ELECT,,
INDIVIDUAL PRODUCT SERVIC,ORD,PO BOX 9612 , , ,CHESAPEKE,VA,23321,A,CRTCAL,,
INDUSTRIAL DIESEL INC.,PMT1,2514 ALABAMA AVE., , ,NORFOLK,VA,23513,A,HDW,,
INDUSTRIAL VIDEO & CONTRO,PMT1,330 Nevada Street, , ,Newtown,MA,02460,A,MANUF,,
INDUSTRIAL VIDEO & CONTRO,1099,330 NEVADA STREET, , ,NEWTON,MA,02460,A,MANUF,,
INDUSTRIAL VIDEO & CONTRO,ORD1,330 NEVADA ST, , ,NEWTON,MA,02460,A,ELCTR,,
INFINITE ELECTRONICS INT ,PMT1,17802 FITCH , , ,IRVINE,CA,92614,A,TOOLS,,
INFINITE ELECTRONICS INT ,PMT2,DEPT LA 24787, , ,PASADENA,CA,91185-4787,A,TOOLS,,
INFINITE ELECTRONICS INT ,PMT4,DEPT LA 25106, , ,PASADENA,CA,91185-5106,A,TOOLS,,
INFINITE ELECTRONICS INT ,PMT 3,17792 FITCH, , ,IRVINE,CA,92614,A,TOOLS,,
INFLATABLE BOAT PARTS,ORD1,18 Duffy Road, , ,Ringwood,NJ,07456,A,INFLAT,,
INFRA METALS,ORD1,1900 BESSEMER RD, , ,1900 BESSEMER RD,VA,23805,A,STL,,
INFRA METALS,PMT1,PO BOX 409828, , ,ATLANTA,GA,30384-9828,A,STL,,
INFRA-METALS,PMT 1,PO BOX 409828, , ,ATLANTA,GA,30384-9828,A,STL,,
INFRA-METALS,ORD/PMT,1900 BESSEMER RD, , ,PETERSBURG,VA,23805,A,STL,,
INFRA-METALS,PMT1,580 MIDDLETOWN BLVD, , ,LANGHORNE,PA,19047,A,STL,,
INLAND MARINE,ORD1,1401 PRECON DRIVE,Suite 102, ,Chesapeake,VA,23320-6314,A,TOWING,,
"INSIGHT DIRECT, USA, INC",ORD1,6820 South Harl Avenue, , ,Tempe,AZ,85283,A,ELCTRN,,
"INSIGHT DIRECT, USA, INC",PMT1,PO BOX 731069, , ,DALLAS,TX,75373-1069,A,ELCTRN,,
INSOURCE SOFTWARE SOLUTIO,PMT1,P.O. Box 72804, , ,Richmond,VA,23235-8020,A,ELCTRN,,
INSOURCE SOFTWARE SOLUTIO,ORD1,P.O. Box 72804, , ,RICHMON,VA,23235,A,ELCTRN,,
INSPEC TESTING,ORD 1,1413 WILSON AVENUE, , ,NATIONAL CITY,CA,91950,A,CRTCAL,,
INSPEC TESTING,PMT 1,1413 WILSON AVENUE, , ,NATIONAL CITY ,CA,91950,A,CRTCAL,,
INSPEC TESTING INC.,PMT1,1413 WILSON AVENUE, , ,NATIONAL CITY,CA,91950,A,CRTCAL,,
INSTRUMART ,ORD1,35 GREEN MOUNTAIN DRIVE , , ,SOUTH BURLINGTON ,VT,05403,A,TOOLS ,,
INTECH MARINE SERVICES,ORD1,1226 EXECUTIVE BLVD. , , ,CHESAPEAKE,VA,23455,A,CRTCAL,,
"INTELLIPOWER, INC.",ORD 1,1746 N. Saint Thomas Circle, , ,Orange,CA,92865,A,ELECTR,,
"INTELLIPOWER, INC.",PTM 1,1746 N. Saint Thomas Circle, , ,Orange,CA,92865,A,ELECTR,,
"INTELLIPOWER, INC.",ORD1,1746 N. Saint Thomas Circle, , ,ORANGE,CA,92865,A,POWER,,
INTELLIRENT,PMT1,604 Henrietta Creek,Suite 400, ,Roanoke,TX,76262,A,RENT,,
INTERNATIONAL FLOORING,ORD1,4675 E Princess Anne Rd., , ,NORFOLK,VA,23502,A,CRTCAL,,
INTERSTATE CONNECTING,ORD1,100C MOUNT HOLLY BYPASS, , ,Lumberton,NJ,08048-1112,A,ELECTR,,
INTERSTATE CONNECTING,PMT 1,PO BOX 419186, , ,BOSTON,MA,02241,A,ELECTR,,
INTERSTATE CONNECTING,REMIT,120 MOUNT HOLLY BYPASS, , ,LUMBERTON,NJ,08048-1112,A,ELECTR,,
INTRACOASTAL MARINE,PMT1,500 Barnes Road, , ,Chesapeake,VA,23324-1304,A,TRSPRT,,
INTRACOASTAL MARINE,PMT 1,PO BOX 126, , ,COINJACK,NC,27923,A,TRSPRT,,
ISLAND DESIGNERS ASSOCIAT,ORD1,2110 Smithtown Ave. Suite 1, , ,Ronkonkoma,NY,11779,A,CRTCAL,,
ISLAND DESIGNERS ASSOCIAT,PMT 1,3900 VETERANS MEMORIAL HWY, , ,BOHEMIA,NY,11716,A,CRTCAL,,
